match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T203570,Capitals Vs Royals,Royals,RahulTewatia,3.0,0,27,0,9.0,6,4,0,0,0
T203570,Capitals Vs Royals,Capitals,ChrisWoakes,4.0,0,22,2,5.5,13,2,1,0,0
T203570,Capitals Vs Royals,Capitals,AveshKhan,4.0,0,32,3,8.0,11,3,2,0,0
T203570,Capitals Vs Royals,Capitals,KagisoRabada,4.0,0,30,2,7.5,12,2,2,0,0
T203570,Capitals Vs Royals,Capitals,RavichandranAshwin,3.0,0,14,0,4.66,5,0,0,0,0
T203570,Capitals Vs Royals,Capitals,TomCurran,3.4,0,35,0,9.54,6,2,2,1,0
T203570,Capitals Vs Royals,Capitals,MarcusStoinis,1.0,0,15,0,15.0,0,3,0,0,0
T202204,RCB Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.0,0,30,1,7.5,10,5,0,1,0
T202204,RCB Vs Sunrisers,Sunrisers,JasonHolder,4.0,0,30,3,7.5,13,2,1,4,0
T202204,RCB Vs Sunrisers,Sunrisers,ShahbazNadeem,4.0,0,36,1,9.0,9,2,3,0,0
T202204,RCB Vs Sunrisers,Sunrisers,TNatarajan,4.0,0,32,1,8.0,7,4,0,1,0
T202204,RCB Vs Sunrisers,Sunrisers,RashidKhan,4.0,0,18,2,4.5,10,1,0,1,0
T202204,RCB Vs Sunrisers,RCB,MohammedSiraj,4.0,1,25,2,6.25,14,2,1,1,0
T202204,RCB Vs Sunrisers,RCB,KyleJamieson,3.0,0,30,1,10.0,9,3,2,1,0
T202204,RCB Vs Sunrisers,RCB,WashingtonSundar,2.0,0,14,0,7.0,7,1,1,1,0
T202204,RCB Vs Sunrisers,RCB,YuzvendraChahal,4.0,0,29,0,7.25,9,3,0,1,0
T202204,RCB Vs Sunrisers,RCB,HarshalPatel,4.0,0,25,2,6.25,10,2,0,0,2
T202204,RCB Vs Sunrisers,RCB,DanChristian,1.0,0,7,0,7.0,1,0,0,0,0
T202204,RCB Vs Sunrisers,RCB,ShahbazAhmed,2.0,0,7,3,3.5,6,0,0,0,0
T209194,Mumbai Vs KKR,KKR,HarbhajanSingh,2.0,0,17,0,8.5,6,3,0,1,0
T209194,Mumbai Vs KKR,KKR,VarunChakravarthy,4.0,0,27,1,6.75,9,3,0,1,0
T209194,Mumbai Vs KKR,KKR,ShakibAlHasan,4.0,0,23,1,5.75,4,1,0,0,0
T209194,Mumbai Vs KKR,KKR,PatCummins,4.0,0,24,2,6.0,12,2,1,0,0
T209194,Mumbai Vs KKR,KKR,PrasidhKrishna,4.0,0,42,1,10.5,8,5,2,0,0
T209194,Mumbai Vs KKR,KKR,AndreRussell,2.0,0,15,5,7.5,6,2,0,1,0
T209194,Mumbai Vs KKR,Mumbai,TrentBoult,4.0,0,27,2,6.75,12,3,1,0,0
T209194,Mumbai Vs KKR,Mumbai,MarcoJansen,2.0,0,17,0,8.5,5,3,0,0,0
T209194,Mumbai Vs KKR,Mumbai,JaspritBumrah,4.0,0,28,0,7.0,9,4,0,0,1
T209194,Mumbai Vs KKR,Mumbai,KrunalPandya,4.0,0,13,1,3.25,13,0,0,1,0
T209194,Mumbai Vs KKR,Mumbai,KieronPollard,1.0,0,12,0,12.0,2,1,1,0,0
T209194,Mumbai Vs KKR,Mumbai,RahulChahar,4.0,0,27,4,6.75,11,2,1,0,0
T209194,Mumbai Vs KKR,Mumbai,RohitSharma,1.0,0,9,0,9.0,0,1,0,0,0
T207896,Punjab Kings Vs Royals,Royals,ChetanSakariya,4.0,0,31,3,7.75,13,6,0,0,1
T207896,Punjab Kings Vs Royals,Royals,MustafizurRahman,4.0,0,45,0,11.25,4,4,1,3,1
T207896,Punjab Kings Vs Royals,Royals,ChrisMorris,4.0,0,41,2,10.25,8,2,3,1,0
T207896,Punjab Kings Vs Royals,Royals,ShreyasGopal,3.0,0,40,0,13.33,3,3,3,0,0
T207896,Punjab Kings Vs Royals,Royals,BenStokes,1.0,0,12,0,12.0,2,1,1,0,0
T207896,Punjab Kings Vs Royals,Royals,RahulTewatia,2.0,0,25,0,12.5,2,1,2,0,0
T207896,Punjab Kings Vs Royals,Royals,RiyanParag,1.0,0,7,1,7.0,2,1,0,0,0
T207896,Punjab Kings Vs Royals,Royals,ShivamDube,1.0,0,20,0,20.0,1,0,3,0,0
T207896,Punjab Kings Vs Royals,Punjab Kings,MohammedShami,4.0,0,33,2,8.25,13,5,1,2,0
T207896,Punjab Kings Vs Royals,Punjab Kings,JhyeRichardson,4.0,0,55,1,13.75,5,5,3,2,0
T207896,Punjab Kings Vs Royals,Punjab Kings,ArshdeepSingh,4.0,0,35,3,8.75,9,5,1,0,0
T207896,Punjab Kings Vs Royals,Punjab Kings,RileyMeredith,4.0,0,49,1,12.25,6,5,3,0,0
T207896,Punjab Kings Vs Royals,Punjab Kings,MuruganAshwin,4.0,0,43,0,10.75,7,2,3,2,1
T209178,KKR Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.0,0,45,1,11.25,10,6,2,1,0
T209178,KKR Vs Sunrisers,Sunrisers,SandeepSharma,3.0,0,35,0,11.66,5,5,1,0,0
T209178,KKR Vs Sunrisers,Sunrisers,TNatarajan,4.0,0,37,1,9.25,7,3,2,1,0
T209178,KKR Vs Sunrisers,Sunrisers,MohammadNabi,4.0,0,32,2,8.0,9,2,2,0,0
T209178,KKR Vs Sunrisers,Sunrisers,RashidKhan,4.0,0,24,2,6.0,10,1,0,1,0
T209178,KKR Vs Sunrisers,Sunrisers,VijayShankar,1.0,0,14,0,14.0,0,1,1,0,0
T209178,KKR Vs Sunrisers,KKR,HarbhajanSingh,1.0,0,8,0,8.0,3,0,1,0,0
T209178,KKR Vs Sunrisers,KKR,PrasidhKrishna,4.0,0,35,2,8.75,11,4,0,4,0
T209178,KKR Vs Sunrisers,KKR,ShakibAlHasan,4.0,0,34,1,8.5,8,1,3,0,0
T209178,KKR Vs Sunrisers,KKR,PatCummins,4.0,0,30,1,7.5,9,1,2,0,0
T209178,KKR Vs Sunrisers,KKR,AndreRussell,3.0,0,32,1,10.66,5,2,2,1,0
T209178,KKR Vs Sunrisers,KKR,VarunChakravarthy,4.0,0,36,0,9.0,6,1,2,0,0
T206363,Super Kings Vs Capitals,Capitals,ChrisWoakes,3.0,0,18,2,6.0,11,3,0,0,0
T206363,Super Kings Vs Capitals,Capitals,AveshKhan,4.0,0,23,2,5.75,11,3,0,1,0
T206363,Super Kings Vs Capitals,Capitals,RavichandranAshwin,4.0,0,47,1,11.75,9,4,4,0,0
T206363,Super Kings Vs Capitals,Capitals,TomCurran,4.0,0,40,1,10.0,7,4,2,1,0
T206363,Super Kings Vs Capitals,Capitals,AmitMishra,3.0,0,27,0,9.0,4,0,2,0,0
T206363,Super Kings Vs Capitals,Capitals,MarcusStoinis,2.0,0,26,0,13.0,4,2,2,0,1
T206363,Super Kings Vs Capitals,Super Kings,DeepakChahar,4.0,0,36,0,9.0,8,5,1,0,0
T206363,Super Kings Vs Capitals,Super Kings,SamCurran,2.0,0,24,0,12.0,2,3,1,0,0
T206363,Super Kings Vs Capitals,Super Kings,ShardulThakur,3.4,0,53,2,14.45,6,11,0,2,0
T206363,Super Kings Vs Capitals,Super Kings,RavindraJadeja,2.0,0,16,0,8.0,2,0,1,0,0
T206363,Super Kings Vs Capitals,Super Kings,MoeenAli,3.0,0,33,0,11.0,2,2,2,0,1
T206363,Super Kings Vs Capitals,Super Kings,DwayneBravo,4.0,0,28,1,7.0,7,3,0,1,0
T203784,Mumbai Vs RCB,RCB,MohammedSiraj,4.0,0,22,0,5.5,12,2,0,1,0
T203784,Mumbai Vs RCB,RCB,KyleJamieson,4.0,0,27,1,6.75,13,3,1,0,1
T203784,Mumbai Vs RCB,RCB,YuzvendraChahal,4.0,0,41,0,10.25,8,3,3,0,0
T203784,Mumbai Vs RCB,RCB,ShahbazAhmed,1.0,0,14,0,14.0,0,1,1,0,0
T203784,Mumbai Vs RCB,RCB,HarshalPatel,4.0,0,27,5,6.75,12,2,1,0,1
T203784,Mumbai Vs RCB,RCB,DanChristian,2.0,0,21,0,10.5,3,3,0,1,0
T203784,Mumbai Vs RCB,RCB,WashingtonSundar,1.0,0,7,1,7.0,2,1,0,0,0
T203784,Mumbai Vs RCB,Mumbai,TrentBoult,4.0,0,36,1,9.0,12,4,1,2,0
T203784,Mumbai Vs RCB,Mumbai,JaspritBumrah,4.0,0,26,2,6.5,10,2,0,0,0
T203784,Mumbai Vs RCB,Mumbai,MarcoJansen,4.0,0,28,2,7.0,9,2,0,3,1
T203784,Mumbai Vs RCB,Mumbai,KrunalPandya,4.0,0,25,1,6.25,9,1,1,0,0
T203784,Mumbai Vs RCB,Mumbai,RahulChahar,4.0,0,43,0,10.75,4,3,2,0,0
T202715,Royals Vs Titans,Titans,MohammedShami,4.0,0,33,1,8.25,12,4,1,0,0
T202715,Royals Vs Titans,Titans,YashDayal,3.0,0,18,1,6.0,9,1,1,0,0
T202715,Royals Vs Titans,Titans,LockieFerguson,3.0,0,22,0,7.33,5,3,0,0,0
T202715,Royals Vs Titans,Titans,RashidKhan,4.0,0,18,1,4.5,9,1,0,0,0
T202715,Royals Vs Titans,Titans,HardikPandya,4.0,0,17,3,4.25,14,2,0,0,0
T202715,Royals Vs Titans,Titans,SaiKishore,2.0,0,20,2,10.0,3,0,2,0,0
T202715,Royals Vs Titans,Royals,TrentBoult,4.0,1,14,1,3.5,17,1,0,2,0
T202715,Royals Vs Titans,Royals,PrasidhKrishna,4.0,0,40,1,10.0,13,5,1,2,0
T202715,Royals Vs Titans,Royals,YuzvendraChahal,4.0,0,20,1,5.0,10,1,0,0,0
T202715,Royals Vs Titans,Royals,ObedMcCoy,3.1,0,26,0,8.21,5,2,1,0,0
T202715,Royals Vs Titans,Royals,RavichandranAshwin,3.0,0,32,0,10.66,2,1,2,0,0
T201109,RCB Vs Royals,Royals,TrentBoult,4.0,0,28,1,7.0,13,3,1,0,0
T201109,RCB Vs Royals,Royals,PrasidhKrishna,4.0,0,22,3,5.5,17,3,1,1,0
T201109,RCB Vs Royals,Royals,ObedMcCoy,4.0,0,23,3,5.75,10,2,0,1,0
T201109,RCB Vs Royals,Royals,RavichandranAshwin,4.0,0,31,1,7.75,5,0,2,1,0
T201109,RCB Vs Royals,Royals,YuzvendraChahal,4.0,0,45,0,11.25,2,1,3,4,0
T201109,RCB Vs Royals,RCB,MohammedSiraj,2.0,0,31,0,15.5,5,3,3,0,0
T201109,RCB Vs Royals,RCB,JoshHazlewood,4.0,0,23,2,5.75,12,3,0,0,0
T201109,RCB Vs Royals,RCB,GlennMaxwell,3.0,0,17,0,5.66,5,0,0,0,0
T201109,RCB Vs Royals,RCB,ShahbazAhmed,2.0,0,35,0,17.5,2,3,3,0,0
T201109,RCB Vs Royals,RCB,HarshalPatel,3.1,0,29,0,9.15,6,2,2,0,0
T201109,RCB Vs Royals,RCB,WaninduHasaranga,4.0,0,26,1,6.5,11,1,2,0,0
T207136,RCB Vs Super Giants,Super Giants,MohsinKhan,4.0,0,25,1,6.25,13,1,1,1,0
T207136,RCB Vs Super Giants,Super Giants,DushmanthaChameera,4.0,0,54,0,13.5,7,8,2,0,1
T207136,RCB Vs Super Giants,Super Giants,KrunalPandya,4.0,0,39,1,9.75,4,4,1,1,0
T207136,RCB Vs Super Giants,Super Giants,AveshKhan,4.0,0,44,1,11.0,10,6,1,2,0
T207136,RCB Vs Super Giants,Super Giants,RaviBishnoi,4.0,0,45,1,11.25,8,2,4,1,0
T207136,RCB Vs Super Giants,RCB,MohammedSiraj,4.0,0,41,1,10.25,10,1,4,2,0
T207136,RCB Vs Super Giants,RCB,JoshHazlewood,4.0,0,43,3,10.75,11,3,3,3,0
T207136,RCB Vs Super Giants,RCB,ShahbazAhmed,4.0,0,35,0,8.75,6,1,2,2,0
T207136,RCB Vs Super Giants,RCB,WaninduHasaranga,4.0,0,42,1,10.5,5,1,4,0,0
T207136,RCB Vs Super Giants,RCB,HarshalPatel,4.0,0,25,1,6.25,11,0,1,3,0
T203302,Royals Vs Titans,Titans,MohammedShami,4.0,0,43,1,10.75,11,6,1,2,0
T203302,Royals Vs Titans,Titans,YashDayal,4.0,0,46,1,11.5,11,5,2,2,1
T203302,Royals Vs Titans,Titans,AlzarriJoseph,2.0,0,27,0,13.5,4,3,2,0,0
T203302,Royals Vs Titans,Titans,RashidKhan,4.0,0,15,0,3.75,10,0,0,0,0
T203302,Royals Vs Titans,Titans,SaiKishore,4.0,0,43,1,10.75,4,4,2,1,0
T203302,Royals Vs Titans,Titans,HardikPandya,2.0,0,14,1,7.0,4,1,0,1,0
T203302,Royals Vs Titans,Royals,TrentBoult,4.0,0,38,1,9.5,8,6,0,0,0
T203302,Royals Vs Titans,Royals,PrasidhKrishna,3.3,0,40,0,11.42,10,3,3,1,0
T203302,Royals Vs Titans,Royals,RavichandranAshwin,4.0,0,40,0,10.0,5,4,1,3,0
T203302,Royals Vs Titans,Royals,YuzvendraChahal,4.0,0,32,0,8.0,5,1,2,0,0
T203302,Royals Vs Titans,Royals,ObedMcCoy,4.0,0,40,1,10.0,4,5,0,3,1
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,LiamLivingstone,4.0,0,25,0,6.25,8,1,1,0,0
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4.0,0,25,0,6.25,10,3,0,0,0
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,KagisoRabada,4.0,0,38,1,9.5,10,4,1,3,0
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,NathanEllis,4.0,0,40,3,10.0,11,3,3,1,1
T204029,Sunrisers Vs Punjab Kings,Punjab Kings,HarpreetBrar,4.0,0,26,3,6.5,11,2,1,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,BhuvneshwarKumar,2.0,0,22,0,11.0,4,3,1,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,WashingtonSundar,2.0,0,19,1,9.5,4,2,1,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,FazalhaqFarooqi,4.0,0,32,2,8.0,7,4,0,1,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,JagadeeshaSuchith,4.0,0,38,1,9.5,9,2,3,2,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,UmranMalik,2.1,0,24,1,11.07,5,2,2,0,0
T204029,Sunrisers Vs Punjab Kings,Sunrisers,RomarioShepherd,1.0,0,23,0,23.0,1,2,2,1,0
T205729,Capitals Vs Mumbai,Mumbai,DanielSams,4.0,0,30,1,7.5,10,1,2,1,0
T205729,Capitals Vs Mumbai,Mumbai,HrithikShokeen,4.0,0,34,0,8.5,11,3,2,2,0
T205729,Capitals Vs Mumbai,Mumbai,JaspritBumrah,4.0,0,25,3,6.25,11,0,2,0,0
T205729,Capitals Vs Mumbai,Mumbai,MayankMarkande,4.0,0,26,1,6.5,9,1,1,0,0
T205729,Capitals Vs Mumbai,Mumbai,RileyMeredith,2.0,0,9,0,4.5,7,1,0,1,0
T205729,Capitals Vs Mumbai,Mumbai,RamandeepSingh,2.0,0,29,2,14.5,4,2,2,4,0
T205729,Capitals Vs Mumbai,Capitals,KhaleelAhmed,3.1,0,24,0,7.57,11,3,1,1,1
T205729,Capitals Vs Mumbai,Capitals,AnrichNortje,4.0,0,37,2,9.25,11,4,2,0,0
T205729,Capitals Vs Mumbai,Capitals,ShardulThakur,3.0,0,32,2,10.66,8,0,4,2,0
T205729,Capitals Vs Mumbai,Capitals,MitchellMarsh,2.0,0,7,0,3.5,8,1,0,0,0
T205729,Capitals Vs Mumbai,Capitals,KuldeepYadav,4.0,0,33,1,8.25,9,1,3,0,0
T205729,Capitals Vs Mumbai,Capitals,AxarPatel,3.0,0,26,0,8.66,3,0,2,0,0
T203588,Super Kings Vs Royals,Royals,TrentBoult,4.0,0,44,1,11.0,10,6,2,0,0
T203588,Super Kings Vs Royals,Royals,PrasidhKrishna,4.0,0,32,0,8.0,12,3,2,0,0
T203588,Super Kings Vs Royals,Royals,RavichandranAshwin,4.0,0,28,1,7.0,9,2,1,2,0
T203588,Super Kings Vs Royals,Royals,YuzvendraChahal,4.0,0,26,2,6.5,9,3,0,1,0
T203588,Super Kings Vs Royals,Royals,ObedMcCoy,4.0,0,20,2,5.0,11,1,0,2,0
T203588,Super Kings Vs Royals,Super Kings,MukeshChoudhary,4.0,0,41,0,10.25,8,6,1,0,0
T203588,Super Kings Vs Royals,Super Kings,SimarjeetSingh,3.0,0,18,1,6.0,10,3,0,0,0
T203588,Super Kings Vs Royals,Super Kings,MitchellSantner,3.0,0,15,1,5.0,7,1,0,0,0
T203588,Super Kings Vs Royals,Super Kings,MatheeshaPathirana,3.4,0,28,0,7.63,12,3,0,4,0
T203588,Super Kings Vs Royals,Super Kings,MoeenAli,4.0,0,21,1,5.25,8,0,1,0,0
T203588,Super Kings Vs Royals,Super Kings,PrashantSolanki,2.0,0,20,2,10.0,6,1,2,0,0
T201867,Titans Vs RCB,RCB,SiddarthKaul,4.0,0,43,0,10.75,6,5,2,0,0
T201867,Titans Vs RCB,RCB,ShahbazAhmed,2.0,0,15,0,7.5,5,1,1,0,0
T201867,Titans Vs RCB,RCB,JoshHazlewood,4.0,0,39,2,9.75,10,3,3,0,0
T201867,Titans Vs RCB,RCB,GlennMaxwell,4.0,1,28,1,7.0,14,0,3,1,0
T201867,Titans Vs RCB,RCB,MahipalLomror,1.0,0,11,0,11.0,1,0,1,0,0
T201867,Titans Vs RCB,RCB,WaninduHasaranga,4.0,0,25,1,6.25,7,2,0,1,0
T201867,Titans Vs RCB,RCB,HarshalPatel,1.0,0,6,0,6.0,3,0,0,0,0
T201867,Titans Vs RCB,Titans,MohammedShami,2.0,0,23,0,11.5,6,4,0,1,0
T201867,Titans Vs RCB,Titans,HardikPandya,3.0,0,35,0,11.66,6,4,2,1,0
T201867,Titans Vs RCB,Titans,RashidKhan,4.0,0,32,2,8.0,6,1,2,0,0
T201867,Titans Vs RCB,Titans,YashDayal,4.0,0,35,0,8.75,6,5,0,1,0
T201867,Titans Vs RCB,Titans,SaiKishore,4.0,0,20,0,5.0,7,0,0,0,0
T201867,Titans Vs RCB,Titans,LockieFerguson,1.4,0,21,0,12.6,2,4,0,0,0
T202863,Super Giants Vs KKR,KKR,UmeshYadav,4.0,0,34,0,8.5,7,2,2,0,0
T202863,Super Giants Vs KKR,KKR,TimSouthee,4.0,0,57,0,14.25,5,2,6,1,0
T202863,Super Giants Vs KKR,KKR,SunilNarine,4.0,0,27,0,6.75,8,0,2,0,0
T202863,Super Giants Vs KKR,KKR,VarunChakravarthy,4.0,0,38,0,9.5,9,3,2,0,1
T202863,Super Giants Vs KKR,KKR,AndreRussell,3.0,0,45,0,15.0,1,5,2,0,0
T202863,Super Giants Vs KKR,KKR,NitishRana,1.0,0,9,0,9.0,0,1,0,0,0
T202863,Super Giants Vs KKR,Super Giants,MohsinKhan,4.0,0,20,3,5.0,16,2,1,1,0
T202863,Super Giants Vs KKR,Super Giants,JasonHolder,4.0,0,45,0,11.25,10,3,4,2,0
T202863,Super Giants Vs KKR,Super Giants,AveshKhan,4.0,0,60,0,15.0,6,7,3,3,1
T202863,Super Giants Vs KKR,Super Giants,KrishnappaGowtham,2.0,0,23,1,11.5,4,3,1,0,0
T202863,Super Giants Vs KKR,Super Giants,RaviBishnoi,4.0,0,34,1,8.5,6,2,2,0,0
T202863,Super Giants Vs KKR,Super Giants,MarcusStoinis,2.0,0,23,3,11.5,4,1,2,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,DanielSams,4.0,0,39,1,9.75,8,4,2,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,RileyMeredith,4.0,0,44,1,11.0,6,1,3,2,0
T206060,Sunrisers Vs Mumbai,Mumbai,SanjayYadav,2.0,0,23,0,11.5,6,3,1,2,0
T206060,Sunrisers Vs Mumbai,Mumbai,JaspritBumrah,4.0,0,32,1,8.0,11,4,1,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,MayankMarkande,3.0,0,31,0,10.33,2,3,1,0,0
T206060,Sunrisers Vs Mumbai,Mumbai,RamandeepSingh,3.0,0,20,3,6.66,5,2,0,1,0
T206060,Sunrisers Vs Mumbai,Sunrisers,FazalhaqFarooqi,4.0,0,31,0,7.75,11,2,1,3,0
T206060,Sunrisers Vs Mumbai,Sunrisers,BhuvneshwarKumar,4.0,1,26,1,6.5,12,1,2,0,0
T206060,Sunrisers Vs Mumbai,Sunrisers,WashingtonSundar,4.0,0,36,1,9.0,4,3,1,0,0
T206060,Sunrisers Vs Mumbai,Sunrisers,TNatarajan,4.0,0,60,0,15.0,4,4,5,2,0
T206060,Sunrisers Vs Mumbai,Sunrisers,UmranMalik,3.0,0,23,3,7.66,12,2,1,3,2
T206060,Sunrisers Vs Mumbai,Sunrisers,AbhishekSharma,1.0,0,10,0,10.0,1,0,1,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,LiamLivingstone,4.0,0,27,3,6.75,8,1,1,2,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,KagisoRabada,3.0,0,24,1,8.0,8,1,2,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,HarpreetBrar,3.0,0,29,0,9.66,6,4,1,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,RishiDhawan,2.0,0,17,0,8.5,2,2,0,0,0
T209295,Capitals Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4.0,0,37,3,9.25,7,3,1,0,1
T209295,Capitals Vs Punjab Kings,Punjab Kings,RahulChahar,4.0,0,19,0,4.75,14,1,1,0,0
T209295,Capitals Vs Punjab Kings,Capitals,KhaleelAhmed,4.0,0,43,0,10.75,8,3,3,0,0
T209295,Capitals Vs Punjab Kings,Capitals,AnrichNortje,4.0,0,29,1,7.25,11,4,0,1,1
T209295,Capitals Vs Punjab Kings,Capitals,LalitYadav,1.0,0,6,0,6.0,4,1,0,1,0
T209295,Capitals Vs Punjab Kings,Capitals,ShardulThakur,4.0,0,36,4,9.0,10,3,2,3,0
T209295,Capitals Vs Punjab Kings,Capitals,AxarPatel,4.0,0,14,2,3.5,14,1,0,0,0
T209295,Capitals Vs Punjab Kings,Capitals,KuldeepYadav,3.0,0,14,2,4.66,9,1,0,0,0
T204939,Royals Vs Super Giants,Super Giants,MohsinKhan,4.0,0,43,0,10.75,9,6,1,1,0
T204939,Royals Vs Super Giants,Super Giants,DushmanthaChameera,3.0,0,35,0,11.66,7,5,1,0,1
T204939,Royals Vs Super Giants,Super Giants,AveshKhan,3.0,0,20,1,6.66,9,3,0,0,0
T204939,Royals Vs Super Giants,Super Giants,JasonHolder,2.0,0,12,1,6.0,3,1,0,0,0
T204939,Royals Vs Super Giants,Super Giants,RaviBishnoi,4.0,0,31,2,7.75,9,4,0,1,0
T204939,Royals Vs Super Giants,Super Giants,MarcusStoinis,1.0,0,15,0,15.0,2,2,1,0,0
T204939,Royals Vs Super Giants,Super Giants,AyushBadoni,1.0,0,5,1,5.0,3,0,0,0,0
T204939,Royals Vs Super Giants,Super Giants,KrunalPandya,2.0,0,16,0,8.0,4,1,1,0,0
T204939,Royals Vs Super Giants,Royals,TrentBoult,4.0,0,18,2,4.5,14,2,0,0,0
T204939,Royals Vs Super Giants,Royals,PrasidhKrishna,4.0,0,32,2,8.0,14,2,2,2,0
T204939,Royals Vs Super Giants,Royals,YuzvendraChahal,4.0,0,42,1,10.5,6,2,3,1,0
T204939,Royals Vs Super Giants,Royals,RavichandranAshwin,4.0,0,24,1,6.0,7,1,0,1,0
T204939,Royals Vs Super Giants,Royals,ObedMcCoy,4.0,0,35,2,8.75,7,2,1,4,0
T204140,Super Kings Vs Titans,Titans,MohammedShami,4.0,0,19,2,4.75,9,0,0,0,0
T204140,Super Kings Vs Titans,Titans,HardikPandya,2.0,0,8,0,4.0,5,0,0,0,1
T204140,Super Kings Vs Titans,Titans,YashDayal,3.0,0,27,0,9.0,6,2,1,3,0
T204140,Super Kings Vs Titans,Titans,RashidKhan,4.0,0,31,1,7.75,6,0,2,0,0
T204140,Super Kings Vs Titans,Titans,AlzarriJoseph,3.0,0,15,1,5.0,10,2,0,0,0
T204140,Super Kings Vs Titans,Titans,SaiKishore,4.0,0,31,1,7.75,8,3,1,1,0
T204140,Super Kings Vs Titans,Super Kings,MukeshChoudhary,3.0,0,28,0,9.33,5,5,0,0,0
T204140,Super Kings Vs Titans,Super Kings,SimarjeetSingh,3.0,0,26,0,8.66,8,3,1,1,0
T204140,Super Kings Vs Titans,Super Kings,MitchellSantner,4.0,0,24,0,6.0,11,3,0,0,0
T204140,Super Kings Vs Titans,Super Kings,PrashantSolanki,4.0,0,18,0,4.5,6,0,0,0,0
T204140,Super Kings Vs Titans,Super Kings,MatheeshaPathirana,3.1,0,24,2,7.57,8,3,0,3,0
T204140,Super Kings Vs Titans,Super Kings,MoeenAli,2.0,0,11,1,5.5,4,1,0,0,0
T209676,KKR Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.0,0,27,1,6.75,13,3,0,5,0
T209676,KKR Vs Sunrisers,Sunrisers,MarcoJansen,4.0,0,30,1,7.5,11,0,3,0,0
T209676,KKR Vs Sunrisers,Sunrisers,TNatarajan,4.0,0,43,1,10.75,7,1,4,1,0
T209676,KKR Vs Sunrisers,Sunrisers,WashingtonSundar,4.0,0,40,0,10.0,8,1,4,0,0
T209676,KKR Vs Sunrisers,Sunrisers,UmranMalik,4.0,0,33,3,8.25,10,5,0,2,0
T209676,KKR Vs Sunrisers,KKR,UmeshYadav,4.0,0,19,1,4.75,13,1,1,0,0
T209676,KKR Vs Sunrisers,KKR,TimSouthee,4.0,0,23,2,5.75,9,2,0,0,0
T209676,KKR Vs Sunrisers,KKR,SunilNarine,4.0,0,34,1,8.5,6,1,2,0,0
T209676,KKR Vs Sunrisers,KKR,AndreRussell,4.0,0,22,3,5.5,14,3,0,2,0
T209676,KKR Vs Sunrisers,KKR,VarunChakravarthy,4.0,0,25,1,6.25,13,1,2,1,0
T203332,Punjab Kings Vs RCB,RCB,GlennMaxwell,2.0,0,17,1,8.5,6,0,2,0,0
T203332,Punjab Kings Vs RCB,RCB,JoshHazlewood,4.0,0,64,0,16.0,5,7,4,2,0
T203332,Punjab Kings Vs RCB,RCB,MohammedSiraj,2.0,0,36,0,18.0,3,2,4,0,1
T203332,Punjab Kings Vs RCB,RCB,WaninduHasaranga,4.0,0,15,2,3.75,12,1,0,0,0
T203332,Punjab Kings Vs RCB,RCB,ShahbazAhmed,4.0,0,40,1,10.0,5,3,2,0,0
T203332,Punjab Kings Vs RCB,RCB,HarshalPatel,4.0,0,34,4,8.5,10,3,2,1,0
T203332,Punjab Kings Vs RCB,Punjab Kings,HarpreetBrar,4.0,0,33,1,8.25,12,3,2,2,0
T203332,Punjab Kings Vs RCB,Punjab Kings,ArshdeepSingh,4.0,0,27,1,6.75,9,3,0,1,0
T203332,Punjab Kings Vs RCB,Punjab Kings,KagisoRabada,4.0,0,21,3,5.25,15,2,0,2,0
T203332,Punjab Kings Vs RCB,Punjab Kings,RishiDhawan,4.0,0,36,2,9.0,4,2,1,0,0
T203332,Punjab Kings Vs RCB,Punjab Kings,RahulChahar,4.0,0,37,2,9.25,10,3,2,3,0
T203878,Super Kings Vs Mumbai,Mumbai,DanielSams,4.0,0,16,3,4.0,18,1,0,6,0
T203878,Super Kings Vs Mumbai,Mumbai,JaspritBumrah,3.0,1,12,1,4.0,13,2,0,0,0
T203878,Super Kings Vs Mumbai,Mumbai,RileyMeredith,3.0,0,27,2,9.0,11,3,1,1,0
T203878,Super Kings Vs Mumbai,Mumbai,HrithikShokeen,2.0,0,12,0,6.0,7,0,1,1,0
